Question,label,pred,diff
Do people with schizoid personality disorder experience strong emotions frequently?,0,0,0
Is schizoid personality disorder exclusively caused by environmental factors?,0,0,0
Can medications alone cure schizoid personality disorder completely?,0,0,0
Is schizoid personality disorder primarily an introverted trait?,1,1,0
Do individuals with SPD always have difficulty managing their symptoms?,0,0,0
Can people with schizoid personality disorder have fulfilling social relationships?,0,1,1
Does schizoid personality disorder primarily affect decision-making abilities?,0,0,0
Is it likely for people with SPD to seek professional help for their condition?,1,0,-1
Is schizoid personality disorder a rare condition?,1,1,0
Do individuals with schizoid personality disorder express their emotions openly?,0,0,0
Can schizoid personality disorder be effectively treated with therapy?,1,1,0
"Is a personality disorder a short-term pattern of thoughts, feelings, and behaviors?",0,0,0
Does a personality disorder cause distress or problems for a short duration?,0,0,0
Does ASPD affect the way people think about the rights of others?,1,1,0
Can someone with ASPD disregard laws and expectations?,1,1,0
Will a person with ASPD always feel remorse when they hurt others or break the law?,0,0,0
Are people with ASPD known for making cautious decisions?,0,0,0
Do individuals with ASPD believe they are superior to others?,1,1,0
Is someone with ASPD likely to be seen as manipulative and deceitful?,1,1,0
"Would people with ASPD be perceived as charming by others, especially on the surface?",1,1,0
Is ASPD considered a mental illness that lies on a spectrum?,1,1,0
Are all cases of ASPD characterized by frequent law-breaking and lengthy involvement in the justice system?,0,0,0
"Can children be diagnosed with conduct disorder, a precursor to ASPD?",1,1,0
Can ASPD only be diagnosed in children and adolescents?,0,0,0
Does psychotherapy offer potential treatment for ASPD?,1,1,0
Can treatment help reduce the negative effects of ASPD and foster empathy towards others?,1,1,0
Is ASPD a condition that cannot be treated?,0,0,0
"Can ASPD potentially improve as a person gets older, particularly approaching middle age?",1,1,0
"Have we all, at some point, acted in ways that disregarded the needs of others?",1,1,0
Is ASPD characterized by a long-standing pattern of lack of empathy and remorse?,1,1,0
Can a doctor or mental health professional diagnose illnesses like ASPD?,1,1,0
Is ASPD exclusively diagnosed in young children?,0,0,0
Does ASPD start to exhibit symptoms only in adulthood?,1,0,-1
"Is ASPD an acronym for ""Antisocial Personality Development""?",0,0,0
Can ASPD cause problems or distress for the individual experiencing it?,1,1,0
Does ASPD influence the way people think about their own rights and responsibilities?,0,1,1
Will someone with ASPD always feel remorseful about their actions?,0,0,0
Is impulsivity a common trait associated with ASPD?,1,1,0
Is ASPD a disorder primarily related to anxiety and depression?,0,0,0
Does ASPD always result in criminal behavior?,0,0,0
Can psychotherapy effectively address some of the challenges associated with ASPD?,1,1,0
Does ASPD have any potential for improvement over time?,1,1,0
Can we say that ASPD is a condition that affects everyone at some point in their lives?,0,0,0
"Are all mental illnesses, including ASPD, static and unchanging in nature?",0,0,0
Can ASPD cause problems in relationships with others?,1,1,0
Is ASPD linked to a persistent pattern of disregard for the rights of others?,1,1,0
"Can someone with ASPD occasionally act out, but not necessarily break the law frequently?",1,1,0
Is ASPD typically diagnosed in middle-aged individuals?,0,0,0
Is conduct disorder a condition that typically appears in childhood?,1,1,0
Is conduct disorder unrelated to ASPD?,0,0,0
Does treatment for ASPD mainly involve medication?,0,0,0
Can psychotherapy be an effective approach to treating ASPD?,1,1,0
"Is ASPD an abbreviation for ""Antisocial Personality Dissociation""?",0,0,0
Can people with ASPD lack empathy towards others?,1,1,0
Is ASPD related to a lack of remorse in individuals?,1,1,0
Can we diagnose ASPD ourselves without professional help?,0,0,0
Is ASPD a condition that can be diagnosed in children and adults alike?,1,0,-1
Can ASPD be viewed as a transient phase rather than a stable personality trait?,0,0,0
Are individuals with ASPD incapable of forming meaningful connections with others?,0,0,0
Is it possible for someone with ASPD to have problems with conduct during childhood?,1,1,0
Can treatment for ASPD lead to improvements in a person's empathetic abilities?,1,1,0
Is ASPD a mental disorder that remains unchanged over time?,0,0,0
Does ASPD affect the way people view their own superiority?,1,1,0
Can ASPD be managed and its negative impacts lessened with appropriate treatment?,1,1,0
Is it accurate to say that ASPD can only be diagnosed by mental health professionals?,1,1,0
"Is a personality disorder a temporary pattern of thoughts, feelings, and behaviors?",0,0,0
Does a personality disorder cause distress or problems that are short-lived?,0,0,0
Are people with OCPD flexible in their thinking and behavior?,0,0,0
Do individuals with OCPD expect everything to be chaotic and disorganized?,0,0,0
Can OCPD lead to problems in relationships with others?,1,1,0
Is work the only aspect of life that takes priority for people with OCPD?,0,0,0
Do people with OCPD complete tasks with ease due to their perfectionism?,0,0,0
Is delegating tasks a skill that people with OCPD excel at?,0,0,0
Do people with OCPD have a relaxed and laid-back approach to the world?,0,0,0
Are individuals with OCPD comfortable with uncertainty and ambiguity?,0,0,0
Is it common for people with OCPD to spend money on themselves generously?,0,0,0
Do individuals with OCPD often experience hoarding tendencies?,1,1,0
Is the conflict between neatness and hoarding a source of anxiety for people with OCPD?,1,1,0
Are OCPD and OCD the same illness with different names?,0,0,0
Do people with OCD generally experience a lot of distress due to their obsessions and compulsions?,1,1,0
Are compulsions in OCD performed to find pleasure?,0,0,0
Are obsessions and compulsions viewed as logical by individuals with OCD?,0,1,1
Do people with OCD find pleasure or benefit in completing compulsive tasks?,0,0,0
Do they experience distress when they cannot achieve the control or perfectionism they desire?,1,1,0
Is obsessive-compulsive personality disorder one of the most common personality disorders?,1,0,-1
"Can the treatment for OCPD include a combination of psychotherapy, medication, and self-help methods?",1,1,0
Is OCPD treated solely with medication?,0,0,0
Is psychotherapy an effective treatment for OCPD?,1,1,0
Are self-help strategies considered ineffective in dealing with OCPD?,0,0,0
Is the primary symptom of OCPD an obsession with cleanliness?,0,0,0
Are people with OCPD usually satisfied with imperfections in their surroundings?,0,0,0
Is it common for people with OCPD to trust others' contributions?,0,0,0
Do individuals with OCPD have a relaxed approach to completing tasks?,0,0,0
Is it typical for individuals with OCPD to find pleasure in completing compulsive tasks?,1,1,0
Are obsessions and compulsions seen as illogical by people with OCPD?,0,0,0
Do people with OCPD struggle to achieve the perfection they desire?,1,1,0
Is OCPD more prevalent than OCD?,1,0,-1
Can psychotherapy be part of the treatment for OCPD?,1,1,0
Are individuals with OCPD comfortable with uncertainty?,0,0,0
Do people with OCPD have a rigid understanding of the world?,1,1,0
Is hoarding a behavior commonly associated with OCPD?,1,1,0
"Is OCPD related to OCD, with both being manifestations of the same disorder?",0,0,0
Do people with OCD usually perceive their thoughts as a part of their identity?,0,0,0
Do individuals with OCD often experience pleasure in their compulsive behaviors?,0,0,0
Is the desire for neatness and order a potential source of anxiety in OCPD?,1,1,0
Are individuals with OCPD open to others' suggestions and ideas?,0,0,0
Is it easy for people with OCPD to discard items and keep their surroundings clutter-free?,0,0,0
Is the treatment for OCPD limited to medication and psychotherapy only?,0,0,0
Is OCPD exclusively characterized by obsessions and compulsions?,0,0,0
Do individuals with OCPD often prioritize relationships over work?,0,0,0
Is OCPD less common than most other personality disorders?,0,0,0
Can self-help strategies be part of the treatment plan for OCPD?,1,1,0
Do individuals with OCPD enjoy the process of delegating tasks to others?,0,0,0
Is OCPD associated with a very inflexible thinking pattern?,1,1,0
Do people with OCPD easily adapt to changes in their plans?,0,0,0
Is excessive dedication a common trait seen in individuals with OCPD?,1,1,0
Is it uncommon for people with OCPD to struggle with perfectionism?,0,0,0
"Are individuals with OCPD often troubled by the need for everything to be ""correct""?",1,1,0
Is the inability to throw away items a feature of OCPD?,1,0,-1
Do individuals with OCPD typically find it easy to trust others?,0,0,0
Binge-eating disorder is a type of eating disorder.,1,1,0
Binge-eating disorder involves eating a lot of food at once.,1,1,0
BED includes feelings of being out of control while eating.,1,1,0
People with BED always feel hungry when they binge.,0,0,0
Binge-eating disorder can lead to feelings of guilt.,1,1,0
BED can make people eat beyond the point of feeling full.,1,1,0
People with BED only binge in front of others.,0,0,0
Some individuals feel comforted by food during binge episodes.,1,1,0
People with BED never feel ashamed of their eating habits.,0,0,0
Many individuals hide their binge-eating symptoms.,1,1,0
You can easily recognize binge-eating disorder by appearance.,0,0,0
Binge-eating disorder involves frequent binges over time.,1,1,0
People with BED always seek professional help.,0,0,0
Binge-eating disorder is not treatable.,0,0,0
BED is a long-lasting eating disorder.,1,1,0
People with BED are always depressed after bingeing.,0,0,0
Binge-eating disorder affects only a few people.,0,0,0
Feeling out of control is a common experience in BED.,1,1,0
Binge-eating disorder only occurs in overweight individuals.,0,0,0
People with BED never regret their binge episodes.,0,0,0
Some people with BED feel temporary comfort from eating.,1,1,0
Seeking help for BED is unnecessary.,0,0,0
Binge-eating disorder involves secret eating.,1,1,0
BED symptoms disappear on their own over time.,0,0,0
You can identify binge-eating disorder by watching someone eat.,0,0,0
BED is related to mental health.,1,1,0
People with BED binge for short periods.,0,0,0
Feeling ashamed after eating is common in BED.,1,1,0
Binge-eating disorder is not a real medical condition.,0,0,0
Binge-eating disorder can be discussed with a doctor.,1,1,0
BED can cause discomfort while eating.,1,1,0
People with BED always eat alone.,0,0,0
Binge-eating disorder can lead to feeling upset.,1,1,0
BED only affects teenagers.,0,0,0
Binge-eating disorder is completely preventable.,0,0,0
BED only involves consuming large amounts of healthy food.,0,0,0
People with BED never seek help due to shame.,0,0,0
Binge-eating disorder affects appetite control.,1,1,0
BED is a result of poor self-control.,0,0,0
You should talk to a professional if you suspect BED.,1,1,0
Binge-eating disorder can cause secrecy around eating habits.,1,1,0
Schizophrenia and multiple personality disorder are the same.,0,0,0
"Schizophrenia means ""split mind.""",1,1,0
Schizophrenia refers to changes in thoughts and emotions.,1,1,0
Dissociative identity disorder is the new name for schizophrenia.,0,0,0
Dissociative identity disorder involves fragmented identities.,1,1,0
DID causes multiple personalities to develop on their own.,0,1,1
People with DID see different parts of themselves as a whole person.,0,0,0
DID leads to a split understanding of a person's sense of self.,1,1,0
People with DID have consistent characteristics across identities.,0,0,0
DID can result in feeling detached from the world.,1,1,0
People with DID never experience memory gaps.,0,0,0
DID may lead to difficulties in recalling past events.,1,1,0
The portrayal of DID in movies is always accurate.,0,0,0
Schizophrenia causes hallucinations.,1,1,0
Schizophrenia can lead to delusional beliefs.,1,1,0
Schizophrenia causes difficulties in expressing emotions.,1,1,0
Schizophrenia may involve jumbled speech.,1,1,0
Schizophrenia is not a serious mental illness.,0,0,0
DID and schizophrenia have similar symptoms.,0,1,1
Schizophrenia can involve forgetting learned information.,0,1,1
People with DID always know about their different identities.,0,0,0
Schizophrenia episodes involve a 'split' from reality.,1,1,0
DID is easy to diagnose quickly.,0,0,0
Schizophrenia causes multiple identities.,0,0,0
DID causes difficulties in perceiving the external world.,1,1,0
People with DID have the same history across identities.,0,0,0
Schizophrenia only affects thoughts and emotions.,0,0,0
People with DID experience only one sense of self.,0,0,0
Schizophrenia involves unreal sensations.,1,1,0
DID leads to changes in emotions.,0,1,1
Schizophrenia causes difficulties in hearing.,0,1,1
People with DID have complete memory recall.,0,0,0
Schizophrenia can lead to difficulties in thinking.,1,1,0
DID involves feeling detached from others.,1,0,-1
Schizophrenia and DID are both mental illnesses.,1,1,0
Schizophrenia may cause difficulties in understanding emotions.,1,1,0
People with DID experience many distinct personalities.,0,1,1
Schizophrenia is only about changes in reality perception.,0,0,0
People with DID always remember everything they do.,0,0,0
Schizophrenia involves difficulties in speech.,1,1,0
DID causes constant changes in a person's identity.,0,1,1
Schizophrenia leads to difficulties in recalling past events.,1,1,0
Is psychosis a syndrome or group of symptoms?,1,1,0
"When experiencing psychosis, does someone have a 'break' with reality?",1,1,0
Hallucinations are real sensations.,0,0,0
Do hallucinations involve hearing voices or sounds that aren't real?,1,1,0
"Are hallucinations limited to hearing voices, or can they involve other senses as well?",1,0,-1
Delusions are strong beliefs that are impossible to be true.,1,1,0
One common delusion is the belief that someone is following or monitoring you.,1,1,0
Are hallucinations and delusions the major symptoms of psychosis?,1,1,0
"Difficulties in concentration, completing tasks, or making decisions are not associated with psychosis.",0,0,0
Psychosis can impact the way people move or express their emotions.,1,1,0
Schizophrenia only causes psychosis and no other symptoms.,0,0,0
Are there mental illnesses other than schizophrenia that can cause psychosis?,1,1,0
Depression is a mental illness that may cause psychosis.,1,1,0
"Can psychosis arise during times of extreme stress, lack of sleep, or trauma?",1,1,0
Psychosis can never be caused by drug use or withdrawal.,0,0,0
Can brain injuries be a cause of psychosis?,1,1,0
Is psychosis always a part of schizophrenia?,0,1,1
Seeking help for psychosis and schizophrenia is not important.,0,0,0
Psychosis is treatable.,1,1,0
Schizophrenia cannot be treated.,0,0,0
Is it possible to have hallucinations without experiencing delusions?,1,1,0
Can psychosis be caused by neurological problems or other health issues?,1,1,0
Do delusions involve perceiving sensations that aren't real?,0,0,0
Are delusions often related to having extraordinary powers or abilities?,1,1,0
Psychosis is only linked to schizophrenia and not other mental illnesses.,0,0,0
"Can psychosis affect communication, making conversations difficult to follow and speech unclear?",1,1,0
Is it impossible for psychosis to be triggered by drug use or withdrawal?,0,0,0
Is psychosis always caused by a brain injury?,0,0,0
"Are difficulties in concentration, completing tasks, or making decisions common symptoms of psychosis?",1,0,-1
Schizophrenia is not the only mental illness that causes psychosis.,1,1,0
Hallucinations and delusions are the only symptoms of psychosis.,0,0,0
"Can psychosis be triggered by extreme stress, lack of sleep, or trauma?",1,1,0
Are there certain drugs or medications that may induce psychosis?,1,1,0
Psychosis cannot impact the way people express their emotions or move.,0,0,0
Does schizophrenia always involve psychosis?,0,1,1
Can psychosis be caused by dementia or borderline personality disorder?,1,1,0
Are hallucinations the only major symptoms of psychosis?,0,0,0
Can delusions be beliefs that are possible to be true?,0,1,1
Is it essential to seek help as soon as possible for psychosis and schizophrenia?,1,1,0
"Are hallucinations limited to hearing voices, or can they involve other sensations as well?",1,0,-1
Psychosis cannot be treated.,0,0,0
"Can other mental illnesses cause psychosis besides depression, bipolar disorder, dementia, and borderline personality disorder?",1,1,0
Can psychosis be caused by drug use or withdrawal?,1,1,0
Is it possible for delusions to involve the belief that someone is following or monitoring you?,1,1,0
Psychosis can only be caused by schizophrenia.,0,0,0
Are difficulties in communication and unclear speech symptoms of psychosis?,1,1,0
Is it impossible for psychosis to arise from neurological problems or other health issues?,0,0,0
Can delusions involve having extraordinary powers or abilities?,1,1,0
Is psychosis treatable?,1,1,0
Are hallucinations always related to hearing voices or sounds that aren't real?,0,0,0
Does schizophrenia always involve other symptoms besides psychosis?,1,1,0
Can psychosis affect the way people move or express their emotions?,1,1,0
Positive symptoms are medical terms for two groups of symptoms in schizophrenia.,0,0,0
Negative symptoms are medical terms for two groups of symptoms in schizophrenia.,0,1,1
"Positive symptoms include hallucinations, which are sensations that aren't real.",1,1,0
"Positive symptoms include delusions, which are beliefs that can't be real.",1,1,0
Positive symptoms include repetitive movements that are hard to control.,1,1,0
Negative symptoms include the inability to show emotions.,1,1,0
Negative symptoms include excessive emotional displays.,0,0,0
Negative symptoms include apathy.,1,1,0
Negative symptoms include ease in forming and maintaining social relationships.,0,0,0
Negative symptoms include difficulties talking.,1,1,0
Cognitive symptoms are related to thinking in schizophrenia.,1,1,0
Cognitive symptoms include disorganized thoughts.,1,1,0
Cognitive symptoms are related to motor coordination problems.,0,0,0
Cognitive symptoms include memory problems.,1,1,0
Cognitive symptoms include difficulties with focus and attention.,1,1,0
Positive symptoms add to the person's experiences.,1,1,0
Positive symptoms involve the person's ability to control repetitive movements.,0,0,0
Negative symptoms take away from the person's experiences.,1,1,0
Negative symptoms can lead to withdrawal from social situations and relationships.,1,1,0
Cognitive symptoms are solely related to memory issues.,0,0,0
Hallucinations are an example of negative symptoms.,0,0,0
Delusions are an example of positive symptoms.,1,1,0
Cognitive symptoms can affect the ability to think clearly and focus on tasks.,1,1,0
Positive symptoms are more challenging to treat compared to negative symptoms.,0,0,0
Negative symptoms can result in a lack of interest in daily activities.,1,1,0
Cognitive symptoms can impact problem-solving abilities.,1,1,0
Positive symptoms are limited to hallucinations and delusions only.,0,0,0
Negative symptoms can lead to difficulties in verbal communication.,1,1,0
Cognitive symptoms can cause hallucinations and delusions.,0,1,1
Is prodrome a medical term for early signs of an illness?,1,1,0
Prodrome appears after the major signs or symptoms of an illness.,0,0,0
Does psychosis have a specific prodrome?,1,0,-1
"In disorders like schizophrenia, prodrome symptoms start after hallucinations and delusions.",0,0,0
Are prodrome signs and symptoms unique to psychosis?,0,0,0
Do prodrome symptoms in psychosis precede the appearance of full symptoms like hallucinations and delusions?,1,1,0
Are the symptoms in the prodrome of psychosis also found in other mental illnesses?,1,1,0
"Is it always clear at the time whether the prodrome is related to psychosis, schizophrenia, or something else?",0,0,0
Should one seek help when concerned about their mental health or a loved one's mental health?,1,1,0
Early treatment of psychosis and schizophrenia makes management and treatment easier.,1,1,0
"Is it necessary to seek help when concerned about mental health, as schizophrenia is challenging to manage and treat when detected late?",1,1,0
Are hallucinations and delusions common symptoms of the prodrome of psychosis?,0,1,1
Are prodrome symptoms specific only to schizophrenia?,0,0,0
Should individuals ignore the prodrome symptoms of psychosis?,0,0,0
Can early detection of prodrome signs prevent the development of full-blown psychosis?,1,1,0
Do prodrome symptoms necessarily indicate the presence of schizophrenia?,0,0,0
Are mental health concerns significant when dealing with prodrome symptoms?,1,1,0
Can early intervention help in managing and treating psychosis and schizophrenia?,1,1,0
Is it advisable to seek help if one suspects a prodrome of psychosis or another mental illness?,1,1,0
Are early signs and symptoms of an illness always evident?,0,0,0
Is it easy to distinguish between prodrome symptoms of psychosis and symptoms of other mental disorders?,0,0,0
Do full symptoms of psychosis usually appear before the prodrome signs?,0,0,0
Is psychosis the only illness associated with a prodrome?,0,0,0
Should treatment of prodrome symptoms be delayed until full symptoms appear?,0,0,0
Is schizophrenia difficult to manage and treat?,1,1,0
Does seeking help for mental health concerns lead to better outcomes?,1,1,0
Can an early start of treatment make psychosis and schizophrenia more manageable?,1,1,0
Are prodrome symptoms exclusive to mental illnesses?,0,0,0
Are hallucinations and delusions considered full symptoms of psychosis?,1,1,0
Can early treatment of prodrome symptoms prevent the exacerbation of mental health issues?,1,1,0
Is attention-deficit/hyperactivity disorder an illness?,1,1,0
Does ADHD only affect children?,0,0,0
Can ADHD persist into adulthood?,1,1,0
Are some people diagnosed with ADHD later in life?,1,1,0
Is ADHD diagnosed in the same way as other mental illnesses?,1,1,0
Is the family doctor a good starting point for ADHD diagnosis?,1,1,0
Can a family doctor assess your mental health for ADHD?,1,1,0
Are family doctors capable of initiating ADHD treatment?,1,1,0
Will family doctors refer to specialized mental health services for ADHD?,1,1,0
Is ADHD considered a mental illness?,1,1,0
Can ADHD be treated?,1,1,0
Is it common for some people to remain undiagnosed with ADHD for a long time?,1,1,0
Should you seek a specialist for ADHD diagnosis?,0,1,1
Do all people with ADHD receive a diagnosis in childhood?,0,0,0
Can ADHD be diagnosed later in life without childhood diagnosis?,1,1,0
Is ADHD a lifelong condition once diagnosed?,1,0,-1
Is ADHD limited to specific age groups?,0,0,0
Is a family doctor the only option for ADHD assessment?,0,0,0
Are there specialized mental health services for ADHD?,1,1,0
Can ADHD go unnoticed until adulthood?,1,1,0
Do all individuals with ADHD require treatment?,0,0,0
Is ADHD a widely recognized mental health issue?,1,1,0
Is ADHD underdiagnosed in some cases?,1,1,0
Should parents seek specialized services for ADHD diagnosis?,0,1,1
Can ADHD symptoms be managed with appropriate treatment?,1,1,0
Is a late ADHD diagnosis uncommon?,0,0,0
Can ADHD impact a person's life in adulthood?,1,1,0
Is there a possibility of misdiagnosis with ADHD?,1,1,0
Can ADHD be managed effectively with proper care?,1,1,0
Do family doctors have experience with ADHD patients?,1,1,0
Are there cases where ADHD goes unnoticed in childhood?,1,1,0
"Does the word ""addiction"" have consistent meaning for everyone?",0,0,0
"When people use the term ""addicted to shopping,"" does it always imply a lack of control?",0,0,0
Are psychoactive substances like alcohol and tobacco assumed to be dangerous?,1,1,0
Do substances like alcohol and tobacco always control human behavior?,0,0,0
Can substance use contribute to health and social problems?,1,1,0
Is it possible for substances to be beneficial for some people?,1,1,0
Do substances have historical use by humans?,1,1,0
Are substances used by humans only for feeling good?,0,0,0
Can substance use be both beneficial and harmful at the same time?,1,1,0
Do people with substance dependence continue using even when it causes problems?,1,1,0
"Is substance use universally categorized as either ""good"" or ""bad""?",0,0,0
Is the level of substance use the same for all people in all situations?,0,0,0
Does the reason for using a substance impact the risk of developing problems?,1,1,0
"If someone uses a substance for fun, is it likely to lead to occasional social use?",1,1,0
Does long-term substance use always lead to more intense use?,0,0,0
Should we be aware of why we are using substances and its impact on us and others?,1,1,0
"According to the wisdom of our ancestors, is using substances always unsafe?",0,0,0
"Is it true that substance use can never be considered ""good""?",0,0,0
Can substances ever be helpful for certain individuals?,1,1,0
Does everyone view substance use in the same way?,0,0,0
Can substances be used for cultural and spiritual purposes?,1,1,0
Are all psychoactive substances dangerous?,0,0,0
Is substance use always problematic?,0,0,0
Is substance dependence a common outcome for all users?,0,0,0
Does substance use have a continuum from beneficial to harmful?,1,1,0
Is it possible to have a fun night out with friends without feeling ill the next day?,1,1,0
Is it necessary for some people to keep using substances to feel normal?,1,0,-1
Can substance use lead to financial difficulties?,1,1,0
Is the level of substance use the same for all individuals?,0,0,0
Can substance use cause different problems for different people?,1,1,0
Is social use of substances always occasional?,0,0,0
Does using substances to cope with long-term problems lead to more intense use?,1,1,0
Should we be mindful of the reasons for our substance use?,1,1,0
Does the passage suggest that using substances too frequently is wise?,0,0,0
Are all psychoactive substances assumed to have the power to control human behavior?,0,0,0
Can substances ever be considered both harmful and beneficial at the same time?,1,1,0
Can substance use ever be completely safe?,0,0,0
Is it possible for some people to use substances without causing problems?,1,1,0
Do all substances have the same impact on human behavior?,0,0,0
Is it common for people to use substances for improving performance?,1,1,0
Are substances exclusively used for feeling better?,0,0,0
Can some people use substances without developing dependence?,1,1,0
Is substance use solely determined by individual choices?,0,0,0
Are substance-related problems the same for all individuals?,0,0,0
Does substance use have a single impact on social and health issues?,0,0,0
Can substance use sometimes lead to new experiences?,1,1,0
Is it possible for substances to be harmful in some situations and beneficial in others?,1,1,0
Is it common for people to use substances for cultural and spiritual reasons?,1,1,0
Can substances ever contribute to health problems?,1,1,0
Is substance use solely determined by external factors?,0,0,0
Can using substances excessively be considered unwise?,1,1,0
Is substance use entirely risk-free for some individuals?,0,0,0
Seeking to make changes in substance use can be an unimportant step.,0,0,0
Some people can quit substance use without any support.,1,1,0
Most people need support from others to change substance use habits.,1,1,0
Family members can be a source of support in reducing substance use.,1,1,0
Health professionals cannot provide any assistance in substance use issues.,0,0,0
You can only get help from friends to deal with substance use problems.,0,0,0
The right help for changing substance use depends on various factors.,1,1,0
The type of drug used does not affect the help needed to make changes.,0,0,0
How often substance is used has no impact on seeking help for change.,0,0,0
You need to be in perfect health to receive support for substance use change.,0,0,0
Your social situation plays a role in determining the appropriate help for substance use changes.,1,1,0
Seeking help means you lose control over your own decisions.,0,0,0
The final decisions about substance use changes are entirely up to other people.,0,0,0
You still have control over the type and degree of change you make in substance use.,1,1,0
Talking to a doctor you trust can be a way to get help for substance use issues.,1,1,0
Only nurses can provide assistance and advice for substance use changes.,0,0,0
Seeking help from professionals implies a lack of trust in yourself.,0,0,0
Substance use problems can be addressed solely through self-help materials.,0,0,0
Your preferences have no influence on the type of help you receive for substance use changes.,0,0,0
A registered nurse can offer advice without a face-to-face conversation.,1,1,0
Trusting the doctor you talk to is not crucial in seeking help for substance use.,0,0,0
Talking to family members can be an essential part of the process in reducing substance use.,1,1,0
Substance use change only depends on the amount of drug you're using.,0,0,0
You can make changes in substance use without considering your social situation.,0,0,0
Substance use change is solely determined by the type of drug being used.,0,0,0
Self-help materials are sufficient for making any substance use changes.,0,0,0
"A doctor can provide support, but not advice, for substance use changes.",0,0,0
The final decisions about substance use changes are made by the support network.,0,0,0
"Seeking help is an important step, regardless of individual preferences.",1,1,0
Health professionals can play a significant role in substance use change.,1,1,0
Support from friends and family is essential for dealing with substance use problems.,1,1,0
Trusting the person you talk to about substance use is crucial for seeking help.,1,1,0
You can decide on the type and degree of change for yourself when addressing substance use issues.,1,1,0
Seeking help for substance use means you give up control over your life.,0,0,0
It's possible to reduce substance use without the involvement of health professionals.,1,1,0
Talking to a registered nurse is the only way to get advice on substance use changes.,0,0,0
Your health has no impact on the support you need for substance use change.,0,0,0
Self-help materials are the best option for dealing with substance use problems.,0,0,0
Substance use change solely depends on your own preferences.,0,0,0
Your social situation plays no role in determining the help you receive for substance use changes.,0,0,0
Seeking help for substance use means losing control over your decisions.,0,0,0
You can rely on others to make the final decisions about substance use changes.,0,0,0
Is determining if someone is drinking too much a straightforward process?,0,0,0
Does everyone have a unique relationship with alcohol?,1,1,0
Can you and your friend have different ways and reasons for using alcohol even if both of you choose to drink?,1,1,0
Can using alcohol more frequently than it makes sense lead to problems?,1,1,0
"Drinking alcohol becomes problematic only if it negatively affects our lives, not the lives of others.",0,0,0
Consuming alcohol every day is the main focus when determining alcohol-related problems.,0,0,0
Is drinking too much on a single occasion not considered a potential problem?,0,0,0
Can coping with chronic problems through alcohol lead to more intense and long-lasting usage?,1,1,0
Does all alcohol use carry some level of risk?,1,1,0
Is long-term and intense alcohol use more likely to follow if someone drinks to cope with social anxiety?,1,1,0
Reflecting on your drinking pattern can help manage the risk of immediate injury or death.,1,1,0
Does reflecting on your drinking pattern have any impact on your long-term health consequences?,1,1,0
Keeping less alcohol at home and setting limits on weekly drinking are useful guidelines for managing alcohol consumption.,1,1,0
Is it advisable to drink as much as you want on a given occasion?,0,0,0
Should you drink quickly and avoid alternating between alcoholic and non-alcoholic beverages?,0,0,0
Drinking frequently is one of the useful guidelines mentioned to reduce alcohol-related harm.,0,0,0
Is it recommended to avoid setting limits on how much alcohol you'll drink each week to minimize harm?,0,0,0
"Informed decisions about where you drink can help minimize alcohol-related harm, according to the passage.",1,1,0
Does moderate alcohol consumption guarantee no harm will occur?,0,0,0
Can someone avoid developing harmful drinking patterns by using alcohol occasionally in social settings?,1,1,0
Should you stay with a group and choose a well-lit establishment if you plan to drink at a bar?,1,1,0
Are there some general guidelines suggested to make drinking behavior more rewarding and less harmful?,1,1,0
"Is there any mention of ""drinking on some days"" as a strategy to manage alcohol consumption?",1,0,-1
Managing how much you drink on a given occasion can lead to more risky behaviors.,0,0,0
Is it advisable to avoid considering where you drink when consuming alcohol?,0,0,0
Does drinking to cope with social anxiety reduce the likelihood of long-lasting alcohol use?,0,0,0
Reflecting on your drinking pattern doesn't have any impact on the risk of immediate injury or death.,0,0,0
Is cancer or heart disease mentioned as potential long-term health consequences of alcohol consumption?,1,1,0
Keeping less alcohol at home is a useful guideline to consider when managing drinking behavior.,1,1,0
Drinking alcohol only in safe contexts helps to minimize alcohol-related harm.,1,1,0
Is it suggested to go to a bar alone and choose a poorly lit establishment when drinking alcohol?,0,0,0
Using alcohol to enhance special celebrations can lead to frequent social drinking.,0,1,1
Is it stated that reflecting on your drinking pattern has no impact on the risk of long-term health consequences?,0,0,0
Does cannabis smoke contain cancer-causing toxins?,1,1,0
Are the risks of developing certain cancers lower for cannabis smokers compared to tobacco smokers?,1,0,-1
Is it possible to know the exact contents and dosage of drugs obtained inside a regulated system?,1,1,0
"Is cannabis legal in Canada as of October 17, 2018?",1,1,0
Will cannabis still be available outside the government system even after legalization?,1,1,0
Can the quality of cannabis obtained from dealers or friends be unknown and potentially contain toxins?,1,1,0
Does the legalization of cannabis create opportunities for honest and thoughtful discussions about drug use?,1,1,0
Does anyone have all the answers when it comes to complex issues like cannabis policy?,0,0,0
Does engaging together to explore and share ideas help discover ways to manage drug use and minimize harm?,1,1,0
Are there cancer-causing toxins in tobacco smoke?,1,1,0
Do cannabis smokers tend to smoke more than tobacco users?,0,0,0
Do all drugs have an effect on the brain?,1,1,0
Are the negative effects of cannabis on the brain greater than those of all other substances?,0,0,0
Does the legalization of cannabis guarantee the absence of potential harms?,0,0,0
Is the quality of cannabis from dealers or friends always safe and known?,0,0,0
Does the legalization of cannabis discourage discussions about drug use?,0,0,0
"Are community members equipped with thoughts, feelings, and experiences about drugs to share?",1,1,0
